CAMPUS,C29AD15R,C29ADC15R,C29ADE15R,C29ADM15R,C29ADS15R,C39AD15R,C39ADC15R,C39ADE15R,C39ADM15R,C39ADS15R,C49AD15R,C49ADC15R,C49ADE15R,C49ADM15R,C49ADS15R,CA9AD15R,CA9ADC15R,CA9ADE15R,CA9ADM15R,CA9ADS15R,CB9AD15R,CB9ADC15R,CB9ADE15R,CB9ADM15R,CB9ADS15R,CE9AD15R,CE9ADC15R,CE9ADE15R,CE9ADM15R,CE9ADS15R,CF9AD15R,CF9ADC15R,CF9ADE15R,CF9ADM15R,CF9ADS15R,CH9AD15R,CH9ADC15R,CH9ADE15R,CH9ADM15R,CH9ADS15R,CI9AD15R,CI9ADC15R,CI9ADE15R,CI9ADM15R,CI9ADS15R,CL9AD15R,CL9ADC15R,CL9ADE15R,CL9ADM15R,CL9ADS15R,CM9AD15R,CM9ADC15R,CM9ADE15R,CM9ADM15R,CM9ADS15R,CR9AD15R,CR9ADC15R,CR9ADE15R,CR9ADM15R,CR9ADS15R,CS9AD15R,CS9ADC15R,CS9ADE15R,CS9ADM15R,CS9ADS15R,CW9AD15R,CW9ADC15R,CW9ADE15R,CW9ADM15R,CW9ADS15R
"046802008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046802009",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"046802010",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43.8,0,37.5,0,7.1,-1,-1,-1,-1,-1,46.2,0,38.5,0,9.1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,0,42.9,0,7.7,46.7,0,40,0,7.7,44.4,0,44.4,0,0,46.7,0,40,0,7.7
"046802011",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901001",66.7,6.3,28.6,41.2,55,57.1,7.7,21.4,14.3,35.7,-1,-1,-1,-1,-1,48.7,8,21.2,31.4,36,28.6,3.7,12.5,19.4,12.1,28.6,3.3,12.1,17,16.5,53.5,7.2,25.6,33,39.5,36.1,5.6,14.6,23.1,23.3,87.5,16.7,57.1,66.7,50,13.4,0,8.5,5.6,0,44,8.6,17,29.9,32.5,19.4,1.8,6.7,11.5,6.9,5.3,0,3.4,2.1,1.7,57.7,9.7,25.8,38,45.5
"046901002",0,0,0,0,0,-1,-1,-1,-1,-1,.,.,.,.,.,27.3,0,0,0,27.8,20,0,0,0,20,11.9,0,0,0,12.1,25.6,0,0,0,25.9,16.7,0,0,0,17.1,50,0,0,0,50,2,0,0,0,2.1,28.9,0,0,0,29.5,8.6,0,0,0,8.8,2.2,0,0,0,2.2,36.8,0,0,0,37.2
"046901038",.,.,.,.,.,-1,-1,-1,.,-1,.,.,.,.,.,28.3,0,1,23.6,14.5,-1,-1,-1,-1,-1,26.8,0,2.9,20,15,37.3,0,0,34.9,16.7,28.8,0,0,12.5,21.6,-1,-1,-1,-1,-1,20,0,0,0,20,17,0,2.7,6.9,11.8,22.1,0,0,9.6,16.7,13.3,0,0,0,14.3,27.4,0,1.9,32.4,6.7
"046901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,.
"046901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901108",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046901109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902001",22.4,2.3,10.7,17.3,10.7,46.9,23.1,25,35.5,25.8,16.7,-1,0,16.7,0,29.4,2.5,13.1,21,11.9,26.4,0,9.9,19.4,7.1,16.7,0.4,5.4,13,4.6,32.4,3.2,15.5,21.8,11.3,22.2,0.8,8.1,16.3,6.9,20,-1,20,-1,20,12.8,0,5.3,7.2,0,26.8,1.9,11,20.4,12.4,15,0.2,3.2,12.4,2.5,4.2,0,0,2.4,1,35.7,3.6,17.4,24.8,16.1
"046902002",49.1,11.9,18.5,37.7,34,38.8,2.8,20.8,28.3,22.9,20,-1,20,0,20,38.3,5.2,12.3,26.1,21,32.4,3.6,12.9,21.7,18.6,23.1,2.5,5.4,15.9,8,40.7,5,16.3,25.9,22.8,34.1,3.3,9.4,22.2,16.6,45.5,0,9.1,18.2,36.4,50,0,29.2,20.8,4.2,36,5.4,8.6,26.2,19.2,24,2.5,4.4,19.2,7.1,7.5,0,2.8,4.2,0,40.6,6.4,13.5,28.3,23
"046902003",39.4,0,15.6,22.6,12.5,42.9,0,14.3,28.6,0,-1,-1,-1,-1,-1,30.4,2.8,13.4,18.4,14.3,23.1,0,7.7,23.1,0,21.4,1.3,10.1,11.6,5.7,34.5,3.4,17.9,20.3,16.5,26,3.8,11.7,16.3,12.6,40,-1,0,-1,0,21.1,0,5.3,15.8,0,26.6,2.3,9.3,16.5,12.2,20,0.6,7.1,14.4,3.6,6.4,0,1.9,0,1,31.2,2.7,14.1,18.2,15.5
"046902007",50,0,33.3,8.3,50,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,68.6,0,40.1,28.6,68.4,60,-1,40,40,60,78.2,0,44.2,30.8,77.8,61.1,0,34.5,21.1,60.7,70.6,0,43.9,29.8,70.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.3,0,46.4,37.1,77.3,70.4,0,45.3,23.5,69.8,60,0,50,30,60,69.5,0,38.1,29.4,69.5
"046902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902045",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902046",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902112",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902113",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902114",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902115",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902117",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902119",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902122",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902123",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902125",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902201",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"046902206",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.7,0,0,6.3,5.3,-1,.,.,.,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,.,.,.,.,.,.,.,.,.,.,5.3,0,0,10,7.7,0,0,0,0,0,0,-1,-1,-1,-1,6.3,0,0,8.3,7.7
"075901001",-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,35.3,0,6.3,18,15,-1,-1,-1,-1,-1,25,0,6.6,10.8,5.2,42.9,0,10,20.3,18.5,27.8,0,6.9,7.2,6.9,.,.,.,.,.,-1,-1,-1,-1,-1,27.7,0,2.5,15.8,11.4,21.7,0,4.7,0,0,12.5,0,0,0,0,45.9,0,5.7,32.8,25.7
"075901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"075901103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"075902001",40,0,7.1,40,0,20,20,20,20,20,.,.,.,.,.,28.4,6.2,10.8,23,12.8,16.3,0,2.4,16.7,0,15.5,2.1,1.9,12.8,3.7,26.3,5.7,11.6,20.3,13.2,19.2,3.9,3.5,14,6.4,-1,-1,-1,-1,-1,9.1,0,0,0,0,30.7,6.7,9.9,26,12.4,5.5,0,0,4,0.6,5.4,0,3.7,0,0,34.2,8,15.4,27.1,17.9
"075902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"075902102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"075903001",-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,11.9,0,5.2,11.8,0,3.2,0,0,3.4,0,7.3,0,3.8,6.6,0,14.4,0,6.4,14,0,12.1,0,5.6,11.3,0,.,.,.,.,.,0,0,0,0,0,9.3,0,3.9,9.5,0,1.2,0,1.2,1.3,0,0,0,0,0,0,14.1,0,6.4,14.3,0
"075903102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"075906001",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,21.9,0,5,20.4,4.3,-1,.,-1,-1,-1,18.8,0,0,15.4,8.3,17.1,0,6.3,17.2,4.3,40,0,20,40,-1,.,.,.,.,.,.,.,.,.,.,27.6,0,3.6,24,4.3,7.4,0,0,9.5,0,0,0,0,-1,0,21.1,0,3.8,19.1,4.9
"075908001",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,30.4,0,21.5,22.1,21.8,-1,-1,-1,-1,-1,17.6,0,5.9,18.8,5.9,37.7,0,28.3,26.9,28.8,36.4,0,9.1,36.4,9.1,.,.,.,.,.,-1,-1,-1,-1,-1,15.4,0,7.7,12,7.7,13.6,0,9.1,0,13.6,10,0,0,0,10,31.7,0,25,22,25.4
"075908101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086024101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086901001",80,0,40,66.7,50,16.7,0,0,20,0,.,.,.,.,.,28.8,2.7,12,18.3,14.5,-1,.,.,.,-1,18.7,0.3,5.6,10.8,8.5,31.2,2.8,14.1,18.1,15.2,18.9,0.6,4.1,8.2,9.5,-1,-1,-1,-1,-1,2,0,0,2.3,0,26.8,2.6,10.2,18.5,13.8,15.8,1.1,2.9,10.4,3.8,7.9,0,0,2.7,1,35.4,4.4,17.6,24.9,17.7
"086901002",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,.,.,.,.,.,.,.,.,.,.,0,0,0,-1,0,0,0,0,0,0,-1,.,.,.,-1,0,0,0,0,0
"086901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086901103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086901104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086902001",-1,-1,-1,-1,-1,.,.,.,.,.,-1,-1,-1,-1,-1,25.9,4,15.7,19.9,7.6,-1,.,-1,.,-1,25,4.1,11.5,16.7,7.8,31.4,1.2,21.6,27.1,5.9,18.5,0,3.8,4,3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9,6.5,10.2,12.6,9.2,13,1.5,5.3,5.9,5.3,0,0,0,0,0,26.8,4.9,18,22.2,8.4
"086902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"086902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089901001",40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,17.2,8.1,4.2,15.7,9,6.7,0,1.9,4.3,1.7,10.8,2.6,1.4,9,4.3,19.1,7.8,7.1,17,10.6,13.8,6,1.3,12.7,6.7,.,.,.,.,.,8.6,0,0,0,0,15.2,8.5,1.3,14.3,7.3,11.8,1.3,1.9,10.5,3.5,0,0,0,0,0,26.6,13.7,10.9,25.4,15.5
"089901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089901103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089901104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089903001",-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,15.8,0,0.4,15.4,2.3,-1,-1,-1,-1,-1,14.2,0,0,13.2,2.3,17.1,0,0,15.1,3.3,13.8,0,0.5,12.9,1.6,.,.,.,.,.,0,0,0,0,0,14.8,0,0.7,15.6,1.4,11.2,0,0,10.9,0,0,0,0,0,0,21.9,0,0,22.4,4.4
"089903002",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089903101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"089905102",.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,16.7,0,0,17.6,0,0,0,0,0,0,17.9,0,0,19.2,0,9.4,0,0,10,0,20.7,0,0,21.8,0,.,.,.,.,.,0,0,0,0,0,22.5,0,0,23.7,0,11.8,0,0,12.8,0,0,0,0,0,0,.,.,.,.,.
"094901001",15.4,0,7.7,0,20,46.2,0,41.7,40,50,.,.,.,.,.,33.4,0.5,24.1,9.1,18.8,24.1,1.3,22.4,4.3,7.8,26.1,0.1,20.1,3.2,8.7,37.4,0.8,27.8,11.1,23.3,27.9,0.2,20.8,5.6,11.1,33.3,20,20,20,-1,16,0,13.1,1.2,0,29.3,0.3,20.4,7.1,14.3,21.8,0,17.8,1.9,3.6,18.8,0,18.2,0,1.4,47.1,0.9,31.4,17.1,36
"094901002",-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,1,0,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,1.9,0,1.1,1.6,0,0,0,0,0,0,0,0,0,0,0,2.9,0,3.3,0,0
"094901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"094901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
